date,id,home,away,hs,as,neutral,type,hid,aid,hfg,afg
2022-11-19,401489006,Bradley Braves,Southeast Missouri State Redhawks,73,60,0,2,71,2546,50.0,35.7
2022-11-19,401489037,Pacific Tigers,Cal State Fullerton Titans,91,94,0,2,279,2239,40.3,43.8
2022-11-19,401489110,Grand Canyon Lopes,Grambling Tigers,81,48,0,2,2253,2755,42.4,32.1
2022-11-19,401489563,St. Thomas Tommies,Troy Trojans,78,76,1,2,2900,2653,53.1,46.6
2022-11-19,401489590,Idaho State Bengals,Denver Pioneers,69,70,0,2,304,2172,45.8,46.2
2022-11-19,401489646,Mercer Bears,Winthrop Eagles,77,68,0,2,2382,2737,51.8,42.6
2022-11-19,401489693,UMass Lowell River Hawks,Emerson Lions,105,53,0,2,2349,108842,63.5,35.4
2022-11-19,401489716,Florida Atlantic Owls,Detroit Mercy Titans,76,55,0,2,2226,2174,48.4,32.7
2022-11-19,401489753,Missouri State Bears,Middle Tennessee Blue Raiders,75,51,0,2,2623,2393,50.0,34.0
2022-11-19,401490420,North Texas Mean Green,Fresno State Bulldogs,61,52,0,2,249,278,34.8,43.2
2022-11-19,401490511,Cornell Big Red,Ithaca Bombers,83,61,0,2,172,175,48.3,33.3
2022-11-19,401490525,NJIT Highlanders,American University Eagles,53,58,0,2,2885,44,39.1,43.1
2022-11-19,401491651,Binghamton Bearcats,Sacred Heart Pioneers,60,75,0,2,2066,2529,39.0,39.1
2022-11-19,401491662,Maine Black Bears,Columbia Lions,93,70,0,2,311,171,62.5,42.6
2022-11-19,401491682,Montana Grizzlies,Merrimack Warriors,62,51,0,2,149,2771,40.4,35.6
2022-11-19,401491689,Montana State Bobcats,Warner Pacific Knights,106,64,0,2,147,2952,54.4,31.7
2022-11-19,401491803,Hawai'i Rainbow Warriors,Hawaiʻi Pacific Sea Warriors,79,55,1,2,62,2269,56.1,36.7
2022-11-19,401492296,Chattanooga Mocs,Covenant Fighting Scots,108,55,0,2,236,2157,57.6,35.1
2022-11-19,401492373,Manhattan Jaspers,Mount Saint Vincent MOUNT SAINT VINCENT,86,39,0,2,2363,329,51.6,25.9
2022-11-19,401492432,Wagner Seahawks,Fairfield Stags,68,52,0,2,2681,2217,51.1,30.6
2022-11-19,401493493,Northern Colorado Bears,San José State Spartans,69,80,0,2,2458,23,38.9,49.2
2022-11-19,401493503,IU Indianapolis Jaguars,Franklin Grizzlies,59,45,0,2,85,2233,43.1,32.2
2022-11-19,401493666,Oakland Golden Grizzlies,Eastern Michigan Eagles,92,90,0,2,2473,2199,50.8,46.3
2022-11-19,401493707,Ball State Cardinals,IU South Bend Titans,86,72,0,2,2050,2288,57.7,45.9
2022-11-19,401493721,Mississippi Valley State Delta Devils,North Alabama Lions,76,68,0,2,2400,2453,39.7,40.7
2022-11-19,401493816,Southern Indiana Screaming Eagles,Loras Duhawks,87,55,0,2,88,263,62.3,30.8
2022-11-19,401496879,North Florida Ospreys,South Carolina State Bulldogs,72,66,0,2,2454,2569,38.2,35.6
2022-11-19,401498233,St. Francis Brooklyn Terriers,Saint Peter's Peacocks,61,58,0,2,2597,2612,42.6,31.1
2022-11-19,401499591,Hartford Hawks,Houghton Highlanders,98,32,0,2,42,538,56.3,22.0
2022-11-20,401482950,North Carolina Tar Heels,James Madison Dukes,80,64,0,2,153,256,44.3,34.8
2022-11-20,401482968,Pittsburgh Panthers,Alabama State Hornets,73,54,0,2,221,2011,41.9,33.8
2022-11-20,401483268,Iowa State Cyclones,Milwaukee Panthers,68,53,0,2,66,270,38.8,39.5
2022-11-20,401483346,Indiana Hoosiers,Miami (OH) RedHawks,86,56,1,2,84,193,49.2,32.4
2022-11-20,401483380,Nebraska Cornhuskers,Arkansas-Pine Bluff Golden Lions,82,58,0,2,158,2029,53.7,40.7
2022-11-20,401485029,VMI Keydets,SIU Edwardsville Cougars,67,93,1,2,2678,2565,43.9,52.4
2022-11-20,401485050,Fairleigh Dickinson Knights,VMI Keydets,93,89,1,2,161,2678,47.0,46.5
2022-11-20,401485147,Butler Bulldogs,The Citadel Bulldogs,89,42,0,2,2086,2643,55.0,30.8
2022-11-20,401485148,Seton Hall Pirates,Wagner Seahawks,82,44,0,2,2550,2681,51.9,30.5
2022-11-20,401485149,UConn Huskies,Delaware State Hornets,95,60,0,2,41,2169,57.4,38.5
2022-11-20,401485512,Tennessee Tech Golden Eagles,East Tennessee State Buccaneers,69,62,0,2,2635,2193,45.6,35.2
2022-11-20,401486302,South Carolina Gamecocks,Furman Paladins,60,79,1,2,2579,231,44.9,50.8
2022-11-20,401486303,Davidson Wildcats,Old Dominion Monarchs,66,61,1,2,2166,295,46.8,39.1
2022-11-20,401486304,Charleston Cougars,Virginia Tech Hokies,77,75,0,2,232,259,50.8,50.0
2022-11-20,401486305,Colorado State Rams,Penn State Nittany Lions,56,68,1,2,36,213,32.8,41.8
2022-11-20,401486338,Tulsa Golden Hurricane,Murray State Racers,60,77,1,2,202,93,38.2,46.0
2022-11-20,401486339,Charlotte 49ers,Massachusetts Minutemen,54,60,1,2,2429,113,36.7,45.1
2022-11-20,401486340,Loyola Chicago Ramblers,Texas A&M Aggies,51,67,1,2,2350,245,41.7,44.9
2022-11-20,401486359,Oklahoma State Cowboys,DePaul Blue Demons,82,78,1,2,197,305,50.0,38.6
2022-11-20,401486433,Morgan State Bears,Queens University Royals,64,74,1,2,2415,2511,43.1,50.0
2022-11-20,401486434,Loyola Marymount Lions,Wake Forest Demon Deacons,77,75,1,2,2351,154,43.3,46.7
2022-11-20,401486436,Georgetown Hoyas,La Salle Explorers,69,62,1,2,46,2325,42.4,38.5
2022-11-20,401486445,Wyoming Cowboys,Drake Bulldogs,56,61,1,2,2751,2181,41.3,42.3
2022-11-20,401486451,Maryland Terrapins,Miami Hurricanes,88,70,1,2,120,2390,60.0,45.2
2022-11-20,401486452,Saint Louis Billikens,Providence Friars,76,73,1,2,139,2507,47.5,35.9
2022-11-20,401487430,Harvard Crimson,Siena Saints,69,59,0,2,108,2561,58.8,41.8
2022-11-20,401487510,UMBC Retrievers,Central Connecticut Blue Devils,78,76,0,2,2378,2115,49.1,51.8
2022-11-20,401487704,Memphis Tigers,VCU Rams,62,47,0,2,235,2670,42.1,29.1
2022-11-20,401487720,Navy Midshipmen,Youngstown State Penguins,80,67,0,2,2426,2754,59.2,37.9
2022-11-20,401488193,Pepperdine Waves,UC Irvine Anteaters,64,55,0,2,2492,300,38.8,28.4
2022-11-20,401488211,Long Beach State Beach,Saint Katherine SAINT KATHERINE,84,55,0,2,299,3249,55.7,32.1
2022-11-20,401488219,Houston Christian Huskies,Georgia Southern Eagles,77,84,0,2,2277,290,53.8,62.5
2022-11-20,401488220,Georgia Southern Eagles,Western Michigan Broncos,63,57,1,2,290,2711,40.3,37.3
2022-11-20,401488542,UT Martin Skyhawks,Prairie View A&M Panthers,80,79,0,2,2630,2504,49.1,44.4
2022-11-20,401488630,App State Mountaineers,Kennesaw State Owls,67,71,0,2,2026,338,47.1,43.9
2022-11-20,401488631,App State Mountaineers,SE Louisiana Lions,83,74,0,2,2026,2545,47.5,34.7
2022-11-20,401488633,Campbell Fighting Camels,Kennesaw State Owls,85,61,1,2,2097,338,57.4,47.5
2022-11-20,401488647,Georgia State Panthers,UNC Asheville Bulldogs,74,68,0,2,2247,2427,44.3,37.5
2022-11-20,401488649,Eastern Kentucky Colonels,East Texas A&M Lions,61,75,1,2,2198,2837,43.4,47.0
2022-11-20,401488675,Longwood Lancers,SIU Edwardsville Cougars,56,61,0,2,2344,2565,33.3,34.1
2022-11-20,401488678,McNeese Cowboys,Lamar Cardinals,66,57,0,2,2377,2320,41.5,39.3
2022-11-20,401488680,Western Carolina Catamounts,Lindenwood Lions,90,88,1,2,2717,2815,40.8,51.5
2022-11-20,401488691,Wofford Terriers,North Carolina A&T Aggies,78,64,0,2,2747,2448,51.9,39.3
2022-11-20,401488700,Army Black Knights,Radford Highlanders,75,90,1,2,349,2515,54.0,55.4
2022-11-20,401489016,Saint Mary's Gaels,Hofstra Pride,76,48,0,2,2608,2275,44.6,35.2
2022-11-20,401489022,Portland Pilots,Seattle U Redhawks,68,80,0,2,2501,2547,41.1,53.2
2022-11-20,401489053,BYU Cougars,Nicholls Colonels,87,73,0,2,252,2447,48.4,37.1
2022-11-20,401489564,Merrimack Warriors,St. Thomas Tommies,61,72,1,2,2771,2900,39.2,52.0
2022-11-20,401489578,North Dakota Fighting Hawks,Montana State Bobcats,71,81,0,2,155,147,44.1,50.8
2022-11-20,401489601,Valparaiso Beacons,Incarnate Word Cardinals,68,64,0,2,2674,2916,40.4,42.4
2022-11-20,401490429,Marshall Thundering Herd,Coppin State Eagles,86,67,0,2,276,2154,43.0,41.1
2022-11-20,401491261,Holy Cross Crusaders,Stonehill Skyhawks,79,81,1,2,107,284,45.2,50.9
2022-11-20,401491657,Florida International Panthers,Bryant Bulldogs,85,91,0,2,2229,2803,46.0,45.7
2022-11-20,401491673,New Hampshire Wildcats,Boston University Terriers,57,64,0,2,160,104,32.2,37.3
2022-11-20,401491683,Montana Grizzlies,Troy Trojans,62,73,0,2,149,2653,35.8,40.7
2022-11-20,401491696,Oregon State Beavers,Portland State Vikings,66,79,0,2,204,2502,43.5,46.4
2022-11-20,401491871,Oral Roberts Golden Eagles,Oklahoma Baptist Bison,98,86,0,2,198,319,49.3,47.3
2022-11-20,401492365,Columbia Lions,SUNY Maritime Privateers,96,44,0,2,171,2951,56.1,32.7
2022-11-20,401492370,Marist Red Foxes,Princeton Tigers,55,62,0,2,2368,163,37.0,40.8
2022-11-20,401492428,Canisius Golden Griffins,SUNY Fredonia Blue Devils,98,52,0,2,2099,2902,50.0,36.4
2022-11-20,401493500,UC Riverside Highlanders,Occidental Tigers,106,30,0,2,27,2475,56.3,21.0
2022-11-20,401493936,Samford Bulldogs,Texas Southern Tigers,78,63,0,2,2535,2640,49.2,43.4
2022-11-20,401494050,South Dakota State Jackrabbits,Stephen F. Austin Lumberjacks,82,93,0,2,2571,2617,54.2,56.4
2022-11-20,401497570,Virginia Cavaliers,Illinois Fighting Illini,70,61,1,2,258,356,41.7,40.7
2022-11-20,401497571,Baylor Bears,UCLA Bruins,80,75,1,2,239,26,44.6,47.5
2022-11-20,401498264,North Dakota State Bison,Crown Polars,76,55,0,2,2449,509,42.9,34.4
2022-11-20,401500692,Jacksonville Dolphins,Voorhees Tigers,91,61,0,2,294,2679,54.8,42.6
2022-11-20,401504319,Yale Bulldogs,John Jay Bloodhounds,112,55,0,2,43,212,62.9,32.8
2022-11-20,401505450,North Carolina Central Eagles,Montreat Cavaliers,86,70,0,2,2428,2410,56.1,47.5
2022-11-21,401482918,Florida State Seminoles,Mercer Bears,81,72,0,2,52,2382,46.7,39.4
2022-11-21,401482924,Georgia Tech Yellow Jackets,Utah Utes,64,68,1,2,59,254,34.8,46.2
2022-11-21,401483198,Missouri Tigers,Mississippi Valley State Delta Devils,83,62,0,2,142,2400,50.0,37.3
2022-11-21,401483322,Creighton Bluejays,Texas Tech Red Raiders,76,65,1,2,156,2641,55.1,43.5
2022-11-21,401483367,Michigan Wolverines,Ohio Bobcats,70,66,0,2,130,195,38.1,35.1
2022-11-21,401485464,LSU Tigers,Illinois State Redbirds,77,61,1,2,99,2287,49.1,42.3
2022-11-21,401486341,Boise State Broncos,Colorado Buffaloes,68,55,1,2,68,38,38.7,35.8
2022-11-21,401486360,UCF Knights,Santa Clara Broncos,57,50,1,2,2116,2541,39.6,30.5
2022-11-21,401486432,Utah Valley Wolverines,Green Bay Phoenix,79,56,1,2,3084,2739,50.0,40.4
2022-11-21,401486446,Boston College Eagles,Tarleton State Texans,54,70,1,2,103,2627,43.9,51.1
2022-11-21,401486447,George Mason Patriots,Buffalo Bulls,74,82,1,2,2244,2084,48.0,51.8
2022-11-21,401486448,Belmont Bruins,Howard Bison,96,73,1,2,2057,47,51.7,37.7
2022-11-21,401486449,Boston College Eagles,Wyoming Cowboys,59,48,1,2,103,2751,44.7,39.6
2022-11-21,401486453,Little Rock Trojans,Jackson State Tigers,94,91,0,2,2031,2296,56.7,50.7
2022-11-21,401486456,Western Kentucky Hilltoppers,Akron Zips,53,72,1,2,98,2006,37.0,56.3
2022-11-21,401486457,Tulane Green Wave,Nevada Wolf Pack,66,75,1,2,2655,2440,37.5,38.6
2022-11-21,401486677,Toledo Rockets,Kansas City Roos,71,83,1,2,2649,140,39.4,54.0
2022-11-21,401486678,East Carolina Pirates,Indiana State Sycamores,75,79,1,2,151,282,42.3,43.3
2022-11-21,401486679,Drexel Dragons,UT Arlington Mavericks,59,38,1,2,2182,250,41.5,25.4
2022-11-21,401486689,Arkansas Razorbacks,Louisville Cardinals,80,54,1,2,8,97,56.9,36.4
2022-11-21,401486699,High Point Panthers,Central Michigan Chippewas,68,67,1,2,2272,2117,40.3,39.0
2022-11-21,401486700,Tennessee State Tigers,Cal State Northridge Matadors,74,73,1,2,2634,2463,47.4,44.9
2022-11-21,401486710,South Florida Bulls,UAB Blazers,65,80,1,2,58,5,41.4,45.5
2022-11-21,401486711,UAlbany Great Danes,Austin Peay Governors,59,74,1,2,399,2046,41.7,49.0
2022-11-21,401486712,Presbyterian Blue Hose,Bucknell Bison,65,66,1,2,2506,2083,39.0,53.2
2022-11-21,401486785,San Francisco Dons,Northern Iowa Panthers,75,69,1,2,2539,2460,38.5,50.9
2022-11-21,401486786,Wichita State Shockers,Grand Canyon Lopes,55,43,1,2,2724,2253,38.3,27.1
2022-11-21,401488803,Cal Poly Mustangs,Mount St. Mary's Mountaineers,68,73,0,2,13,116,43.1,46.0
2022-11-21,401489080,UT Rio Grande Valley Vaqueros,Western Illinois Leathernecks,78,77,0,2,292,2710,48.1,49.1
2022-11-21,401489652,Oregon Ducks,Houston Cougars,56,66,0,2,2483,248,38.8,42.9
2022-11-21,401491658,Detroit Mercy Titans,Bryant Bulldogs,88,98,1,2,2174,2803,52.6,51.6
2022-11-21,401492450,Stonehill Skyhawks,UIC Flames,71,77,1,2,284,82,44.9,48.2
2022-11-21,401493792,Eastern Illinois Panthers,Saint Mary of the Woods Pomeroys,102,40,0,2,2197,126824,51.5,23.7
2022-11-21,401497506,Gonzaga Bulldogs,Kentucky Wildcats,88,72,0,2,2250,96,56.4,39.1
2022-11-22,401482901,Clemson Tigers,Loyola Maryland Greyhounds,72,41,0,2,228,2352,48.2,28.8
2022-11-22,401482910,Duke Blue Devils,Bellarmine Knights,74,57,0,2,150,91,45.5,42.6
2022-11-22,401482959,Notre Dame Fighting Irish,Bowling Green Falcons,82,66,0,2,87,189,55.4,43.3
2022-11-22,401482977,Richmond Spiders,Syracuse Orange,71,74,1,2,257,183,40.9,47.6
2022-11-22,401483043,Auburn Tigers,Bradley Braves,85,64,1,2,2,71,56.4,42.9
2022-11-22,401483053,Saint Joseph's Hawks,Georgia Bulldogs,53,66,1,2,2603,61,36.8,33.9
2022-11-22,401483191,Mississippi State Bulldogs,Marquette Golden Eagles,58,55,1,2,344,269,36.4,41.2
2022-11-22,401483284,Kansas State Wildcats,Rhode Island Rams,77,57,1,2,2306,227,52.8,32.7
2022-11-22,401483311,Northern Arizona Lumberjacks,Texas Longhorns,48,73,1,2,2464,251,31.5,50.0
2022-11-22,401483354,Iowa Hawkeyes,Omaha Mavericks,100,64,0,2,2294,2437,55.4,44.4
2022-11-22,401483374,Minnesota Golden Gophers,California Baptist Lancers,62,61,1,2,135,2856,41.8,40.7
2022-11-22,401483394,San Diego State Aztecs,Ohio State Buckeyes,88,77,1,2,21,194,50.8,42.4
2022-11-22,401483428,Arizona Wildcats,Cincinnati Bearcats,101,93,1,2,12,2132,62.3,47.1
2022-11-22,401483446,California Golden Bears,Texas State Bobcats,55,59,0,2,25,326,41.3,33.9
2022-11-22,401485011,Colgate Raiders,Monmouth Hawks,85,66,0,2,2142,2405,44.1,47.3
2022-11-22,401485150,Temple Owls,St. John's Red Storm,72,78,1,2,218,2599,44.6,46.4
2022-11-22,401485310,Northern Kentucky Norse,Florida Gulf Coast Eagles,61,82,1,2,94,526,42.6,41.4
2022-11-22,401485311,Lipscomb Bisons,Covenant Fighting Scots,86,61,0,2,288,2157,53.2,33.9
2022-11-22,401486306,Northern Illinois Huskies,Sam Houston Bearkats,54,88,1,2,2459,2534,39.6,52.4
2022-11-22,401486307,Long Island University Sharks,South Dakota Coyotes,58,68,1,2,112358,233,36.7,35.5
2022-11-22,401486400,Eastern Michigan Eagles,Purdue Fort Wayne Mastodons,67,74,1,2,2199,2870,52.8,40.3
2022-11-22,401486401,Winthrop Eagles,Southern Miss Golden Eagles,52,77,1,2,2737,2572,34.2,48.4
2022-11-22,401486450,Tarleton State Texans,Drake Bulldogs,64,71,1,2,2627,2181,37.3,48.7
2022-11-22,401486458,Western Kentucky Hilltoppers,Illinois State Redbirds,78,66,1,2,98,2287,51.0,38.2
2022-11-22,401486459,Akron Zips,LSU Tigers,58,73,1,2,2006,99,25.9,48.1
2022-11-22,401486460,Rhode Island Rams,Tulane Green Wave,75,78,1,2,227,2655,44.3,49.1
2022-11-22,401486680,Kansas City Roos,Indiana State Sycamores,63,61,1,2,140,282,36.0,37.3
2022-11-22,401486682,Toledo Rockets,East Carolina Pirates,75,86,1,2,2649,151,44.3,47.5
2022-11-22,401486683,UT Arlington Mavericks,Northern Kentucky Norse,60,56,1,2,250,94,45.7,35.1
2022-11-22,401486692,Cincinnati Bearcats,Ohio State Buckeyes,53,81,1,2,2132,194,38.5,46.9
2022-11-22,401486693,Louisville Cardinals,Texas Tech Red Raiders,38,70,1,2,97,2641,22.4,43.1
2022-11-22,401486701,UNLV Rebels,Southern Illinois Salukis,56,49,1,2,2439,79,45.1,45.0
2022-11-22,401486713,UAB Blazers,Georgia Bulldogs,87,73,1,2,5,61,49.3,42.4
2022-11-22,401486714,Saint Joseph's Hawks,South Florida Bulls,62,75,1,2,2603,58,31.4,43.1
2022-11-22,401486715,Bucknell Bison,Austin Peay Governors,79,65,1,2,2083,2046,57.4,33.8
2022-11-22,401486787,Wichita State Shockers,San Francisco Dons,63,67,1,2,2724,2539,35.4,39.3
2022-11-22,401486788,Grand Canyon Lopes,Northern Iowa Panthers,69,67,1,2,2253,2460,43.3,46.6
2022-11-22,401487108,Rice Owls,Houston Christian Huskies,76,67,0,2,242,2277,42.4,42.9
2022-11-22,401487279,Air Force Falcons,South Carolina Upstate Spartans,83,56,0,2,2005,2908,51.9,42.6
2022-11-22,401487628,Fordham Rams,Holy Cross Crusaders,67,53,0,2,2230,107,43.2,32.8
2022-11-22,401488145,UC Santa Barbara Gauchos,Hampton Pirates,79,66,0,2,2540,2261,50.0,42.1
2022-11-22,401488194,UC Irvine Anteaters,Life Pacific Warriors,116,54,0,2,300,109670,66.7,35.6
2022-11-22,401488543,Arkansas State Red Wolves,UT Martin Skyhawks,70,64,0,2,2032,2630,46.4,38.6
2022-11-22,401488697,Texas A&M-Corpus Christi Islanders,Cal State Bakersfield Roadrunners,63,73,1,2,357,2934,32.3,52.6
2022-11-22,401488781,Eastern Washington Eagles,Washington State Cougars,56,82,1,2,331,265,31.1,48.4
2022-11-22,401489492,Louisiana Tech Bulldogs,UL Monroe Warhawks,79,58,0,2,2348,2433,47.4,36.4
2022-11-22,401490512,Cornell Big Red,Canisius Golden Griffins,79,70,0,2,172,2099,49.2,42.6
2022-11-22,401491262,UIC Flames,Holy Cross Crusaders,89,66,1,2,82,107,47.5,37.7
2022-11-22,401491667,Sacred Heart Pioneers,NJIT Highlanders,75,85,0,2,2529,2885,41.0,51.9
2022-11-22,401491700,Weber State Wildcats,UC Riverside Highlanders,65,72,1,2,2692,27,45.5,49.1
2022-11-22,401491710,Charleston Southern Buccaneers,Bethune-Cookman Wildcats,78,63,0,2,2127,2065,41.3,42.9
2022-11-22,401491796,Wright State Raiders,Abilene Christian Wildcats,77,61,1,2,2750,2000,60.0,43.1
2022-11-22,401491830,Hampton Pirates,North Alabama Lions,74,75,1,2,2261,2453,36.2,42.2
2022-11-22,401491838,North Carolina A&T Aggies,St. Andrews Knights,109,57,0,2,2448,2592,53.8,38.6
2022-11-22,401491861,UNC Wilmington Seahawks,Mount Olive Trojans,94,47,0,2,350,2418,56.2,26.9
2022-11-22,401491878,Marshall Thundering Herd,Chicago State Cougars,82,70,0,2,276,2130,45.1,45.2
2022-11-22,401493786,Saint Francis Red Wolves,Lehigh Mountain Hawks,76,82,0,2,2598,2329,43.1,51.7
2022-11-22,401497510,Duquesne Dukes,North Florida Ospreys,83,82,0,2,2184,2454,46.6,58.0
2022-11-22,401498750,San Diego Toreros,San Diego Christian Hawks,98,69,0,2,301,3096,52.3,41.3
2022-11-22,401499592,Hartford Hawks,FDU Florham Devils,82,45,0,2,42,2221,49.2,29.1
2022-11-22,401501930,Florida A&M Rattlers,Albany State Golden Rams,70,65,0,2,50,2013,35.2,33.3
2022-11-23,401482933,Miami Hurricanes,St. Francis Brooklyn Terriers,79,56,0,2,2390,2597,51.9,35.7
2022-11-23,401482942,Kansas Jayhawks,NC State Wolfpack,80,74,1,2,2305,152,41.4,38.7
2022-11-23,401482969,Pittsburgh Panthers,Fairleigh Dickinson Knights,83,61,0,2,221,161,53.4,36.5
2022-11-23,401483264,Baylor Bears,McNeese Cowboys,89,60,0,2,239,2377,56.7,38.5
2022-11-23,401483347,Indiana Hoosiers,Little Rock Trojans,87,68,0,2,84,2031,57.6,33.3
2022-11-23,401483386,Northwestern Wildcats,Liberty Flames,66,52,1,2,77,2335,43.1,34.0
2022-11-23,401483415,Rutgers Scarlet Knights,Rider Broncs,76,46,0,2,164,2520,44.8,25.0
2022-11-23,401483423,Dayton Flyers,Wisconsin Badgers,42,43,1,2,2168,275,30.2,23.7
2022-11-23,401483435,Arizona State Sun Devils,Grambling Tigers,80,49,0,2,9,2755,49.0,26.6
2022-11-23,401483474,USC Trojans,BYU Cougars,82,76,1,2,30,252,53.4,42.4
2022-11-23,401485151,Georgetown Hoyas,American University Eagles,70,74,0,2,46,44,38.1,51.8
2022-11-23,401485312,Chattanooga Mocs,Lipscomb Bisons,66,72,0,2,236,288,37.1,44.8
2022-11-23,401485313,Queens University Royals,Lynchburg Hornets,107,72,0,2,2511,2355,55.9,41.2
2022-11-23,401485473,Norfolk State Spartans,St. Mary's (MD) Seahawks,91,41,0,2,2450,117,52.3,27.7
2022-11-23,401486293,St. Bonaventure Bonnies,Southern Indiana Screaming Eagles,80,66,0,2,179,88,52.9,38.1
2022-11-23,401486308,Long Island University Sharks,Northern Illinois Huskies,61,86,1,2,112358,2459,34.0,54.1
2022-11-23,401486309,Sam Houston Bearkats,South Dakota Coyotes,80,49,1,2,2534,233,56.1,34.7
2022-11-23,401486310,Georgia Tech Yellow Jackets,Marquette Golden Eagles,60,84,1,2,59,269,33.8,47.5
2022-11-23,401486398,Liberty Flames,Bradley Braves,55,44,1,2,2335,71,38.2,32.1
2022-11-23,401486402,Winthrop Eagles,Eastern Michigan Eagles,101,87,1,2,2737,2199,65.4,42.5
2022-11-23,401486403,Southern Miss Golden Eagles,Purdue Fort Wayne Mastodons,70,58,1,2,2572,2870,51.9,43.8
2022-11-23,401486461,Kansas State Wildcats,Nevada Wolf Pack,96,87,1,2,2306,2440,55.0,51.9
2022-11-23,401486462,Tulane Green Wave,Western Kentucky Hilltoppers,65,71,1,2,2655,98,42.6,50.0
2022-11-23,401486463,Rhode Island Rams,Illinois State Redbirds,57,44,1,2,227,2287,33.3,27.1
2022-11-23,401486465,Nevada Wolf Pack,Akron Zips,62,58,1,2,2440,2006,36.8,43.1
2022-11-23,401486675,Richmond Spiders,Temple Owls,61,49,1,2,257,218,43.4,36.7
2022-11-23,401486676,St. John's Red Storm,Syracuse Orange,76,69,1,2,2599,183,40.3,38.8
2022-11-23,401486681,Drexel Dragons,Florida Gulf Coast Eagles,59,67,1,2,2182,526,35.0,45.9
2022-11-23,401486685,East Carolina Pirates,UT Arlington Mavericks,79,65,1,2,151,250,45.6,40.7
2022-11-23,401486686,Indiana State Sycamores,Drexel Dragons,85,81,1,2,282,2182,55.2,52.6
2022-11-23,401486687,Toledo Rockets,Northern Kentucky Norse,82,69,1,2,2649,94,49.2,45.6
2022-11-23,401486688,UT Rio Grande Valley Vaqueros,Northern Arizona Lumberjacks,91,79,0,2,292,2464,50.0,45.2
2022-11-23,401486690,Arkansas Razorbacks,Creighton Bluejays,87,90,1,2,8,156,47.1,58.5
2022-11-23,401486691,Arizona Wildcats,San Diego State Aztecs,87,70,1,2,12,21,58.6,38.1
2022-11-23,401486694,Arizona Wildcats,Creighton Bluejays,81,79,1,2,12,156,52.9,45.8
2022-11-23,401486696,Ohio State Buckeyes,Texas Tech Red Raiders,80,73,1,2,194,2641,51.9,50.9
2022-11-23,401486704,High Point Panthers,Tennessee State Tigers,77,72,1,2,2272,2634,42.9,40.3
2022-11-23,401486705,Central Michigan Chippewas,Cal State Northridge Matadors,82,66,1,2,2117,2463,54.7,35.0
2022-11-23,401486716,Presbyterian Blue Hose,UAlbany Great Danes,65,68,1,2,2506,399,43.6,42.6
2022-11-23,401486938,Detroit Mercy Titans,Charlotte 49ers,70,49,0,2,2174,2429,52.0,34.0
2022-11-23,401487155,UTEP Miners,Alcorn State Braves,73,61,0,2,2638,2016,45.5,30.4
2022-11-23,401487280,Air Force Falcons,Mississippi Valley State Delta Devils,64,51,0,2,2005,2400,52.2,39.6
2022-11-23,401487300,UTSA Roadrunners,Prairie View A&M Panthers,82,75,0,2,2636,2504,52.2,40.6
2022-11-23,401487402,Utah State Aggies,Oral Roberts Golden Eagles,95,85,0,2,328,198,51.8,46.2
2022-11-23,401487452,Lafayette Leopards,Pennsylvania Quakers,68,74,0,2,322,219,37.5,43.5
2022-11-23,401487474,Yale Bulldogs,Vermont Catamounts,73,44,0,2,43,261,51.7,35.3
2022-11-23,401487511,Central Connecticut Blue Devils,Maine Black Bears,58,66,0,2,2115,311,46.8,47.3
2022-11-23,401487630,Fordham Rams,Stonehill Skyhawks,71,60,0,2,2230,284,46.0,36.8
2022-11-23,401487647,George Washington Revolutionaries,UC San Diego Tritons,70,75,0,2,45,28,45.6,51.9
2022-11-23,401488202,UC Davis Aggies,Sacramento State Hornets,82,71,1,2,302,16,48.4,48.0
2022-11-23,401488635,LSU New Orleans Privateers,The Citadel Bulldogs,65,72,0,2,2443,2643,33.3,40.4
2022-11-23,401488638,IU Indianapolis Jaguars,Denver Pioneers,64,86,1,2,85,2172,44.1,63.6
2022-11-23,401488695,Alcorn State Braves,Texas A&M-Corpus Christi Islanders,67,98,1,2,2016,357,44.6,57.9
2022-11-23,401488699,William & Mary Tribe,Radford Highlanders,62,51,0,2,2729,2515,39.6,40.8
2022-11-23,401488727,SMU Mustangs,Louisiana Ragin' Cajuns,72,76,0,2,2567,309,42.0,41.9
2022-11-23,401488796,Cleveland State Vikings,Chicago State Cougars,77,63,0,2,325,2130,51.7,47.2
2022-11-23,401488804,Pacific Tigers,Mount St. Mary's Mountaineers,65,69,0,2,279,116,40.3,44.3
2022-11-23,401488814,Charleston Cougars,Kent State Golden Flashes,74,72,0,2,232,2309,43.4,44.1
2022-11-23,401489047,Loyola Marymount Lions,Morgan State Bears,81,80,0,2,2351,2415,45.6,48.3
2022-11-23,401489557,Milwaukee Panthers,St. Thomas Tommies,72,76,0,2,270,2900,47.5,50.9
2022-11-23,401489579,North Dakota Fighting Hawks,Wisconsin Stout Blue Devils,92,61,0,2,155,2744,49.3,40.3
2022-11-23,401489602,Incarnate Word Cardinals,Our Lady of the Lake Saints,85,76,0,2,2916,3158,51.9,43.3
2022-11-23,401489664,UNC Greensboro Spartans,UMBC Retrievers,76,72,0,2,2430,2378,52.2,40.4
2022-11-23,401489703,Wofford Terriers,North Greenville Trailblazers,70,59,0,2,2747,2822,48.0,38.6
